entry_time,entry_price,units,exit_time,exit_price,profit
2019-07-31 23:00:00,37.07,1,2019-08-01 15:00:00,45.33,8.259999999999998
2019-08-02 22:00:00,38.96,1,2019-08-03 16:00:00,38.95,-0.00999999999999801
2019-08-04 06:00:00,31.91,1,2019-08-04 16:00:00,39.02,7.110000000000003
2019-08-05 22:00:00,38.48,1,2019-08-06 06:30:00,45.0,6.520000000000003
2019-08-06 23:00:00,35.41,1,2019-08-07 05:00:00,44.96,9.550000000000004
2019-08-07 22:00:00,32.74,1,2019-08-08 05:00:00,42.76,10.019999999999996
2019-08-08 08:00:00,32.56,1,2019-08-08 15:00:00,35.99,3.4299999999999997
2019-08-09 21:00:00,31.26,1,2019-08-10 17:00:00,26.3,-4.960000000000001
2019-08-11 10:00:00,-32.25,1,2019-08-11 14:00:00,14.14,46.39
2019-08-13 11:00:00,30.94,1,2019-08-13 17:00:00,46.81,15.870000000000001
2019-08-13 23:00:00,30.45,1,2019-08-14 04:00:00,38.7,8.250000000000004
2019-08-14 23:00:00,27.12,1,2019-08-15 16:00:00,36.28,9.16
2019-08-16 01:00:00,25.7,1,2019-08-16 04:00:00,34.88,9.180000000000003
2019-08-16 23:00:00,26.74,1,2019-08-17 15:00:00,28.95,2.210000000000001
2019-08-18 11:00:00,14.06,1,2019-08-18 16:00:00,31.58,17.519999999999996
2019-08-19 14:45:00,27.28,1,2019-08-19 15:00:00,33.06,5.780000000000001
2019-08-21 00:00:00,32.01,1,2019-08-21 04:00:00,42.36,10.350000000000001
2019-08-22 00:00:00,30.2,1,2019-08-22 05:00:00,41.93,11.73
2019-08-24 09:00:00,27.5,1,2019-08-24 16:00:00,36.93,9.43
2019-08-25 01:00:00,26.97,1,2019-08-25 15:00:00,30.97,4.0
2019-08-27 00:00:00,34.91,1,2019-08-27 05:00:00,56.76,21.85
2019-08-27 21:00:00,37.49,1,2019-08-28 04:00:00,48.31,10.82
2019-08-28 23:00:00,35.64,1,2019-08-29 05:00:00,52.54,16.9
2019-08-29 22:00:00,34.33,1,2019-08-30 04:00:00,48.58,14.25
2019-08-30 23:00:00,32.66,1,2019-08-31 16:00:00,40.68,8.020000000000003
2019-08-31 22:00:00,27.2,1,2019-09-01 16:00:00,34.07,6.870000000000001
2019-09-02 01:00:00,25.0,1,2019-09-02 04:00:00,38.21,13.21
2019-09-02 23:00:00,28.14,1,2019-09-03 05:00:00,40.74,12.600000000000001
2019-09-04 10:00:00,28.88,1,2019-09-04 16:00:00,38.05,9.169999999999998
2019-09-04 22:00:00,28.0,1,2019-09-05 04:00:00,33.68,5.68
2019-09-05 23:00:00,25.64,1,2019-09-06 04:00:00,33.71,8.07
2019-09-08 03:45:00,32.08,1,2019-09-08 07:00:00,37.27,5.190000000000005
2019-09-09 21:00:00,34.35,1,2019-09-10 05:00:00,44.95,10.600000000000001
2019-09-10 09:00:00,32.6,1,2019-09-10 15:00:00,39.18,6.579999999999998
2019-09-11 00:00:00,28.62,1,2019-09-11 04:00:00,38.82,10.2
2019-09-11 11:00:00,28.79,1,2019-09-11 16:00:00,37.34,8.550000000000004
2019-09-11 22:00:00,27.88,1,2019-09-12 04:00:00,44.66,16.779999999999998
2019-09-12 23:00:00,28.31,1,2019-09-13 04:00:00,40.01,11.7
2019-09-13 23:30:00,32.5,1,2019-09-14 05:00:00,40.52,8.020000000000003
2019-09-14 09:00:00,32.54,1,2019-09-14 16:00:00,42.96,10.420000000000002
2019-09-14 23:00:00,29.4,1,2019-09-15 14:00:00,25.48,-3.919999999999998
2019-09-16 22:00:00,36.88,1,2019-09-17 05:00:00,50.91,14.029999999999994
2019-09-17 08:00:00,36.32,1,2019-09-17 17:00:00,39.49,3.1700000000000017
2019-09-20 11:00:00,34.63,1,2019-09-20 15:00:00,46.13,11.5
2019-09-20 21:00:00,34.2,1,2019-09-21 05:00:00,44.98,10.779999999999994
2019-09-21 09:00:00,29.86,1,2019-09-21 15:00:00,39.66,9.799999999999997
2019-09-24 00:15:00,35.24,1,2019-09-24 04:00:00,55.98,20.739999999999995
2019-09-24 20:00:00,37.58,1,2019-09-25 04:00:00,50.91,13.329999999999998
2019-09-25 21:00:00,35.05,1,2019-09-26 04:45:00,46.21,11.160000000000004
2019-09-26 20:00:00,32.8,1,2019-09-27 04:00:00,42.55,9.75
2019-09-27 21:00:00,30.07,1,2019-09-28 07:15:00,34.58,4.509999999999998
2019-09-28 10:00:00,14.06,1,2019-09-28 15:00:00,32.28,18.22
2019-09-28 22:00:00,-2.97,1,2019-09-29 05:00:00,22.43,25.4
2019-09-29 11:00:00,-0.33,1,2019-09-29 16:00:00,16.58,16.909999999999997
2019-09-29 23:00:00,-3.93,1,2019-09-30 04:00:00,29.9,33.83
