Datum von;Datum bis;Deutschland/Luxemburg [€/MWh] Originalauflösungen;∅ Anrainer DE/LU [€/MWh] Originalauflösungen;Belgien [€/MWh] Originalauflösungen;Dänemark 1 [€/MWh] Originalauflösungen;Dänemark 2 [€/MWh] Originalauflösungen;Frankreich [€/MWh] Originalauflösungen;Niederlande [€/MWh] Originalauflösungen;Norwegen 2 [€/MWh] Originalauflösungen;Österreich [€/MWh] Originalauflösungen;Polen [€/MWh] Originalauflösungen;Schweden 4 [€/MWh] Originalauflösungen;Schweiz [€/MWh] Originalauflösungen;Tschechien [€/MWh] Originalauflösungen;DE/AT/LU [€/MWh] Originalauflösungen;Italien (Nord) [€/MWh] Originalauflösungen;Slowenien [€/MWh] Originalauflösungen;Ungarn [€/MWh] Originalauflösungen
21.10.2025 13:45;21.10.2025 14:00;-;-;21,60;20,59;20,54;-;-;38,08;124,99;35,00;15,67;115,00;75,93;-;136,11;92,02;-
21.10.2025 14:00;21.10.2025 14:15;-;-;18,25;16,49;16,46;-;-;29,20;114,63;41,00;12,84;118,00;67,44;-;135,00;89,02;-
21.10.2025 14:15;21.10.2025 14:30;-;-;29,66;28,18;28,10;-;-;34,99;125,91;44,12;18,78;118,00;70,05;-;136,11;101,28;-
21.10.2025 14:30;21.10.2025 14:45;-;-;36,59;35,48;35,37;-;-;45,71;125,23;61,38;23,64;118,00;76,00;-;136,11;103,72;-
21.10.2025 14:45;21.10.2025 15:00;-;-;54,35;52,09;51,90;-;-;50,00;130,19;78,74;29,05;118,00;101,86;-;136,11;113,10;-
21.10.2025 15:00;21.10.2025 15:15;-;-;19,65;23,39;23,38;-;-;50,00;125,91;60,93;22,52;122,70;79,07;-;125,91;101,38;-
21.10.2025 15:15;21.10.2025 15:30;-;-;44,93;47,69;47,59;-;-;56,13;127,94;94,58;32,19;122,70;76,50;-;127,94;116,66;-
21.10.2025 15:30;21.10.2025 15:45;-;-;67,42;78,83;78,58;-;-;60,00;125,92;97,16;36,03;122,70;65,93;-;137,68;137,68;-
21.10.2025 15:45;21.10.2025 16:00;-;-;85,53;91,01;90,70;-;-;62,73;120,71;118,06;37,51;122,70;69,35;-;139,81;140,73;-
21.10.2025 16:00;21.10.2025 16:15;-;-;29,28;35,44;35,41;-;-;59,98;121,80;97,17;33,58;127,50;54,69;-;138,76;138,76;-
21.10.2025 16:15;21.10.2025 16:30;-;-;51,72;53,42;53,27;-;-;63,80;127,92;97,17;36,88;127,50;77,00;-;139,00;139,00;-
21.10.2025 16:30;21.10.2025 16:45;-;-;80,00;83,30;82,91;-;-;65,57;131,93;118,28;38,35;127,50;95,41;-;148,01;148,01;-
21.10.2025 16:45;21.10.2025 17:00;-;-;100,81;81,95;91,07;-;-;66,81;132,55;131,91;39,00;127,50;101,62;-;153,00;162,49;-
21.10.2025 17:00;21.10.2025 17:15;-;-;49,34;49,34;49,22;-;-;65,36;124,34;130,27;37,03;124,89;86,25;-;137,68;137,68;-
21.10.2025 17:15;21.10.2025 17:30;-;-;78,41;87,45;87,03;-;-;68,36;119,00;145,28;39,39;124,89;104,96;-;145,00;145,00;-
21.10.2025 17:30;21.10.2025 17:45;-;-;97,05;92,37;91,92;-;-;69,84;138,12;155,65;39,87;124,89;126,01;-;148,01;163,69;-
21.10.2025 17:45;21.10.2025 18:00;-;-;126,21;79,22;90,45;-;-;70,18;158,81;153,76;39,94;124,89;134,16;-;148,08;189,69;-
21.10.2025 18:00;21.10.2025 18:15;-;-;81,49;86,63;86,23;-;-;70,89;120,37;107,55;40,22;125,08;84,31;-;138,76;157,20;-
21.10.2025 18:15;21.10.2025 18:30;-;-;99,30;86,84;86,44;-;-;70,99;141,93;137,13;40,11;125,08;109,64;-;143,06;181,97;-
21.10.2025 18:30;21.10.2025 18:45;-;-;118,06;86,82;86,41;-;-;70,86;150,00;143,80;39,95;125,08;138,16;-;150,00;166,27;-
21.10.2025 18:45;21.10.2025 19:00;-;-;138,23;72,55;72,25;-;-;70,32;155,88;146,70;39,11;125,08;138,52;-;155,88;174,78;-
21.10.2025 19:00;21.10.2025 19:15;-;-;124,26;75,30;83,17;-;-;69,99;145,00;138,21;39,66;125,10;120,74;-;145,00;168,40;-
21.10.2025 19:15;21.10.2025 19:30;-;-;129,99;71,38;71,09;-;-;69,16;145,12;140,20;38,98;125,10;127,27;-;146,01;162,35;-
21.10.2025 19:30;21.10.2025 19:45;-;-;113,54;70,66;70,37;-;-;68,44;133,45;135,21;38,61;125,10;114,00;-;148,01;153,50;-
21.10.2025 19:45;21.10.2025 20:00;-;-;101,80;81,90;81,52;-;-;67,96;122,09;119,00;38,33;125,10;99,87;-;144,07;144,07;-
21.10.2025 20:00;21.10.2025 20:15;-;-;113,44;57,46;57,27;-;-;67,02;132,00;145,05;37,44;123,89;122,94;-;143,03;143,03;-
21.10.2025 20:15;21.10.2025 20:30;-;-;103,41;68,00;67,72;-;-;65,84;125,92;129,99;36,94;123,89;109,35;-;138,76;138,76;-
21.10.2025 20:30;21.10.2025 20:45;-;-;95,76;67,61;67,33;-;-;65,47;125,63;106,12;36,57;123,89;98,00;-;135,42;135,42;-
21.10.2025 20:45;21.10.2025 21:00;-;-;88,27;84,84;84,42;-;-;64,98;113,38;97,17;36,45;123,89;90,16;-;122,65;121,67;-
21.10.2025 21:00;21.10.2025 21:15;-;-;89,42;48,59;48,49;-;-;64,14;139,81;132,02;35,74;121,50;109,34;-;139,81;139,81;-
21.10.2025 21:15;21.10.2025 21:30;-;-;79,99;65,83;65,64;-;-;63,65;136,11;122,90;35,84;121,50;100,60;-;136,11;136,11;-
21.10.2025 21:30;21.10.2025 21:45;-;-;85,24;65,63;65,39;-;-;63,46;114,79;100,35;25,17;121,50;93,73;-;114,79;114,79;-
21.10.2025 21:45;21.10.2025 22:00;-;-;69,27;69,27;69,02;-;-;63,18;97,73;97,17;25,21;121,50;72,15;-;104,01;98,89;-
21.10.2025 22:00;21.10.2025 22:15;-;-;91,18;60,76;60,45;-;-;62,53;135,01;153,75;24,91;117,80;101,24;-;135,01;131,21;-
21.10.2025 22:15;21.10.2025 22:30;-;-;80,70;64,72;64,29;-;-;62,57;126,00;116,59;13,21;117,80;92,01;-;126,00;121,82;-
21.10.2025 22:30;21.10.2025 22:45;-;-;78,74;63,47;63,01;-;-;62,75;109,05;115,55;7,21;117,80;86,08;-;113,00;106,66;-
21.10.2025 22:45;21.10.2025 23:00;-;-;71,39;63,33;62,86;-;-;62,70;94,62;106,12;5,86;117,80;76,00;-;109,35;92,64;-
21.10.2025 23:00;21.10.2025 23:15;-;-;82,23;61,01;60,55;-;-;62,54;121,55;107,53;6,07;112,00;94,00;-;121,55;113,32;-
21.10.2025 23:15;21.10.2025 23:30;-;-;75,96;63,16;62,68;-;-;62,48;99,65;106,12;3,55;112,00;83,05;-;117,26;94,69;-
21.10.2025 23:30;21.10.2025 23:45;-;-;73,49;64,67;64,17;-;-;62,51;88,51;104,16;2,97;112,00;77,53;-;110,23;85,83;-
21.10.2025 23:45;22.10.2025 00:00;-;-;61,97;61,74;61,25;-;-;60,66;85,15;79,26;1,80;112,00;68,21;-;106,88;81,02;-
22.10.2025 00:00;22.10.2025 00:15;92,09;73,33;81,13;58,24;57,97;46,87;83,19;56,28;110,79;98,96;9,90;103,76;99,54;-;110,79;108,22;105,62
22.10.2025 00:15;22.10.2025 00:30;91,64;71,36;79,92;58,43;58,16;41,60;82,26;56,47;102,76;95,84;9,52;103,76;96,27;-;108,78;102,37;100,00
22.10.2025 00:30;22.10.2025 00:45;84,94;66,59;72,96;58,42;58,15;32,73;75,42;56,48;90,96;87,34;8,57;103,76;87,66;-;107,93;92,00;89,81
22.10.2025 00:45;22.10.2025 01:00;82,68;65,36;70,32;58,44;58,16;29,19;72,83;56,50;90,77;85,82;6,96;103,76;86,19;-;102,50;91,34;89,00
22.10.2025 01:00;22.10.2025 01:15;88,87;68,67;75,44;56,86;56,44;33,18;77,97;54,91;104,95;94,87;6,04;99,30;95,43;-;105,00;103,62;100,75
22.10.2025 01:15;22.10.2025 01:30;88,38;67,60;74,55;56,89;56,48;30,22;77,21;54,94;100,67;94,40;5,46;99,30;93,53;-;105,00;100,44;97,68
22.10.2025 01:30;22.10.2025 01:45;88,10;66,65;74,36;57,00;56,58;29,57;77,07;55,04;96,11;91,24;5,20;99,30;91,64;-;105,00;96,99;94,44
22.10.2025 01:45;22.10.2025 02:00;84,62;65,41;71,66;57,25;56,82;29,19;74,22;55,28;91,15;92,05;4,98;99,30;87,57;-;105,00;92,26;89,90
22.10.2025 02:00;22.10.2025 02:15;83,63;66,90;70,32;56,84;56,41;29,19;73,15;54,87;104,67;94,86;4,99;98,57;92,04;-;105,00;101,99;98,91
22.10.2025 02:15;22.10.2025 02:30;83,62;66,48;69,94;56,97;56,55;27,27;72,88;55,00;102,97;94,41;5,31;98,57;91,41;-;104,00;100,82;97,76
22.10.2025 02:30;22.10.2025 02:45;86,63;67,02;72,54;58,13;57,71;27,14;75,69;56,10;98,90;94,40;6,22;98,57;91,78;-;104,00;98,72;95,92
22.10.2025 02:45;22.10.2025 03:00;87,74;66,89;73,54;58,31;57,89;26,88;76,80;56,27;95,12;94,40;6,96;98,57;91,06;-;104,00;96,28;93,68
22.10.2025 03:00;22.10.2025 03:15;89,28;67,12;70,50;59,08;58,65;26,49;79,51;56,99;95,88;94,42;6,59;97,93;92,23;-;103,00;97,07;94,64
22.10.2025 03:15;22.10.2025 03:30;90,26;67,69;74,96;58,97;58,55;25,17;78,47;56,89;97,95;94,85;7,15;97,93;93,73;-;103,00;99,27;96,49
22.10.2025 03:30;22.10.2025 03:45;90,56;67,77;74,82;58,98;58,55;23,59;78,43;56,89;98,47;96,51;7,15;97,93;94,13;-;103,00;99,84;96,97
22.10.2025 03:45;22.10.2025 04:00;87,29;66,48;71,94;58,78;58,35;21,96;75,46;56,69;95,02;97,24;7,16;97,93;90,78;-;103,00;96,34;93,55
22.10.2025 04:00;22.10.2025 04:15;85,31;67,30;67,28;61,19;60,75;24,99;76,36;59,01;91,66;103,84;7,02;100,00;88,15;-;101,21;92,79;90,45
22.10.2025 04:15;22.10.2025 04:30;87,73;67,36;68,36;61,09;60,66;22,96;78,12;58,91;94,54;97,23;8,26;100,00;90,78;-;101,21;95,76;93,24
22.10.2025 04:30;22.10.2025 04:45;92,15;68,77;71,77;60,75;60,33;24,00;82,03;58,59;99,32;94,99;9,34;100,00;95,36;-;101,21;100,60;97,95
22.10.2025 04:45;22.10.2025 05:00;92,82;69,53;72,59;60,97;60,55;25,17;82,78;58,80;99,93;98,47;9,62;100,00;96,00;-;101,21;101,21;98,58
22.10.2025 05:00;22.10.2025 05:15;81,24;67,81;65,01;61,48;61,06;26,75;72,75;59,30;91,48;99,12;10,68;112,84;85,49;-;99,56;91,32;89,00
22.10.2025 05:15;22.10.2025 05:30;86,80;72,96;69,09;61,62;61,35;26,88;77,59;59,43;97,22;116,83;30,25;112,84;89,49;-;99,50;99,50;103,15
22.10.2025 05:30;22.10.2025 05:45;95,34;77,61;81,96;61,97;61,70;49,89;88,47;59,78;101,00;107,60;31,83;112,84;96,71;-;103,07;103,07;105,30
22.10.2025 05:45;22.10.2025 06:00;97,32;78,64;79,08;62,32;62,07;36,52;87,35;60,15;121,83;105,72;34,33;112,84;102,88;-;121,83;123,80;135,65
22.10.2025 06:00;22.10.2025 06:15;91,65;80,52;81,54;68,88;68,69;54,50;86,18;66,67;103,95;97,24;36,59;125,00;96,47;-;103,65;103,65;103,95
22.10.2025 06:15;22.10.2025 06:30;96,25;86,85;87,71;69,75;69,56;65,15;87,71;67,52;129,80;109,50;37,61;125,00;106,00;-;116,88;138,24;154,89
22.10.2025 06:30;22.10.2025 06:45;96,62;90,50;88,21;69,90;69,71;66,91;88,21;67,66;150,11;118,84;38,05;125,00;112,86;-;129,75;172,29;197,99
22.10.2025 06:45;22.10.2025 07:00;113,05;101,07;104,21;62,35;91,91;81,01;91,08;68,08;166,53;146,44;39,19;125,00;136,00;-;137,66;183,76;190,82
22.10.2025 07:00;22.10.2025 07:15;97,01;95,58;91,65;85,05;91,95;76,32;92,91;69,99;135,00;130,04;40,82;126,80;110,89;-;135,00;144,73;185,89
22.10.2025 07:15;22.10.2025 07:30;100,07;104,94;100,32;80,51;91,99;100,07;98,68;70,49;148,97;168,34;41,14;126,80;126,99;-;148,97;160,81;208,35
22.10.2025 07:30;22.10.2025 07:45;98,56;109,42;98,87;80,45;92,00;98,56;96,93;70,87;149,90;205,01;41,41;126,80;142,85;-;149,90;161,78;182,00
22.10.2025 07:45;22.10.2025 08:00;105,09;107,87;105,35;83,25;104,74;105,09;85,62;71,13;147,47;176,30;41,94;126,80;138,84;-;155,00;155,00;156,83
22.10.2025 08:00;22.10.2025 08:15;94,19;106,65;92,87;82,99;93,96;92,87;91,75;72,18;151,42;171,34;52,99;137,00;133,81;-;163,43;163,43;169,19
22.10.2025 08:15;22.10.2025 08:30;123,00;115,70;119,89;89,22;122,63;113,00;120,41;71,70;148,98;153,89;54,64;137,00;141,31;-;159,06;159,06;152,55
22.10.2025 08:30;22.10.2025 08:45;128,13;113,62;122,55;90,84;127,73;108,77;124,70;71,76;141,03;134,96;55,36;137,00;135,13;-;147,42;147,42;141,03
22.10.2025 08:45;22.10.2025 09:00;109,71;100,49;106,17;86,81;109,39;96,79;107,71;72,52;113,31;111,12;53,36;137,00;111,24;-;144,99;112,80;112,32
22.10.2025 09:00;22.10.2025 09:15;148,00;121,70;148,00;97,39;97,14;148,00;148,00;72,91;148,00;148,00;54,26;129,05;148,00;-;148,00;148,00;148,00
22.10.2025 09:15;22.10.2025 09:30;138,53;116,23;136,96;99,35;99,09;131,72;137,38;72,93;141,00;139,02;53,30;129,05;138,69;-;141,00;140,42;139,95
22.10.2025 09:30;22.10.2025 09:45;115,64;103,09;115,64;95,00;94,73;115,64;115,64;72,88;115,64;115,64;48,50;129,05;115,64;-;137,66;115,64;115,64
22.10.2025 09:45;22.10.2025 10:00;100,70;92,86;94,59;97,16;96,86;77,79;97,16;72,76;107,64;102,14;45,02;129,05;101,26;-;132,27;106,12;104,76
22.10.2025 10:00;22.10.2025 10:15;130,54;115,27;130,54;112,48;130,07;130,54;130,54;71,68;130,54;130,54;42,49;128,04;130,54;-;132,27;130,54;130,54
22.10.2025 10:15;22.10.2025 10:30;105,99;97,82;105,32;97,30;105,64;102,28;97,30;71,62;114,51;106,82;41,75;128,04;105,46;-;132,27;111,50;110,19
22.10.2025 10:30;22.10.2025 10:45;96,57;91,18;96,88;86,86;96,27;96,34;86,86;71,59;104,98;97,23;42,11;128,04;95,87;-;129,75;101,85;100,60
22.10.2025 10:45;22.10.2025 11:00;89,81;86,02;87,31;85,73;89,55;79,96;85,73;71,51;95,92;90,73;41,92;128,04;89,81;-;123,30;94,09;93,07
22.10.2025 11:00;22.10.2025 11:15;98,40;92,67;98,77;90,41;98,09;98,40;89,66;71,53;107,16;99,30;41,85;126,62;97,63;-;136,99;104,42;103,06
22.10.2025 11:15;22.10.2025 11:30;94,88;90,04;94,88;86,62;94,59;93,48;85,84;71,51;104,40;96,64;41,73;126,62;94,11;-;132,27;101,47;99,98
22.10.2025 11:30;22.10.2025 11:45;89,62;86,64;90,07;79,70;89,35;89,62;78,77;71,49;100,45;96,73;41,54;126,62;88,66;-;129,75;97,06;95,38
22.10.2025 11:45;22.10.2025 12:00;81,96;81,99;82,29;74,60;81,73;81,96;73,92;71,37;89,99;96,81;41,32;126,62;81,25;-;122,20;87,48;86,23
22.10.2025 12:00;22.10.2025 12:15;94,43;89,55;94,43;86,86;94,13;94,43;86,15;71,38;105,63;97,18;41,40;120,00;93,51;-;122,65;102,07;100,51
22.10.2025 12:15;22.10.2025 12:30;83,83;82,92;83,83;78,26;83,59;83,83;77,74;71,40;92,06;97,16;41,14;120,00;83,15;-;121,98;89,45;88,30
22.10.2025 12:30;22.10.2025 12:45;84,54;83,25;84,54;77,23;84,30;84,54;76,55;71,44;95,36;97,05;41,09;120,00;83,65;-;119,80;91,92;90,41
22.10.2025 12:45;22.10.2025 13:00;85,60;83,69;85,60;74,99;85,35;85,60;73,99;71,42;101,29;96,90;41,12;120,00;84,31;-;115,57;96,31;94,12
22.10.2025 13:00;22.10.2025 13:15;92,73;88,66;92,73;85,66;92,45;92,73;85,02;72,94;103,52;96,92;41,35;120,01;91,89;-;115,57;99,37;98,01
22.10.2025 13:15;22.10.2025 13:30;87,80;84,32;83,12;77,70;87,54;81,67;76,79;73,08;102,72;97,05;41,34;120,01;86,48;-;118,00;96,94;95,04
22.10.2025 13:30;22.10.2025 13:45;83,76;82,16;80,30;77,84;83,52;76,89;77,31;73,21;93,04;97,23;41,33;120,01;83,11;-;118,14;89,62;88,36
22.10.2025 13:45;22.10.2025 14:00;79,71;80,62;78,16;75,51;79,49;78,16;75,13;72,67;90,57;97,24;41,11;120,01;78,73;-;121,98;90,57;86,48
22.10.2025 14:00;22.10.2025 14:15;80,78;81,96;81,19;78,86;80,56;80,78;77,74;74,43;86,39;97,15;44,03;120,00;80,42;-;121,98;84,28;83,56
22.10.2025 14:15;22.10.2025 14:30;92,17;89,06;93,24;86,61;91,91;87,06;83,36;74,53;109,47;96,75;45,29;120,00;91,47;-;122,65;103,34;100,97
22.10.2025 14:30;22.10.2025 14:45;95,87;91,20;97,47;86,85;95,59;82,33;81,57;74,56;125,00;100,17;44,56;120,00;95,08;-;125,00;115,04;110,92
22.10.2025 14:45;22.10.2025 15:00;105,02;97,18;106,04;94,65;104,70;85,53;93,72;74,76;129,75;109,02;45,87;120,00;104,96;-;129,75;121,88;118,15
22.10.2025 15:00;22.10.2025 15:15;83,40;89,98;83,68;82,63;83,39;83,68;82,56;72,73;99,40;104,37;81,29;125,82;90,24;-;119,85;97,10;98,29
22.10.2025 15:15;22.10.2025 15:30;98,77;97,06;92,55;92,40;98,73;78,99;91,83;73,12;118,55;105,27;90,66;125,82;99,73;-;121,98;112,55;110,34
22.10.2025 15:30;22.10.2025 15:45;123,00;107,84;105,70;114,59;122,85;56,95;113,84;73,30;131,14;125,54;91,30;125,82;125,26;-;131,14;131,14;128,75
22.10.2025 15:45;22.10.2025 16:00;137,45;119,65;123,24;130,59;137,23;83,34;129,97;73,42;142,01;139,24;91,85;125,82;139,40;-;142,01;142,80;141,11
22.10.2025 16:00;22.10.2025 16:15;80,16;86,07;76,80;77,77;79,99;65,89;77,77;74,90;92,33;117,97;51,45;137,00;94,88;-;129,75;95,58;99,81
22.10.2025 16:15;22.10.2025 16:30;108,09;106,28;97,46;101,46;107,91;66,05;101,46;75,09;125,25;156,30;73,62;137,00;127,43;-;130,27;130,27;134,49
22.10.2025 16:30;22.10.2025 16:45;144,23;122,12;90,61;130,78;143,92;57,82;130,78;75,38;147,04;187,63;82,25;137,00;160,11;-;147,90;147,90;159,37
22.10.2025 16:45;22.10.2025 17:00;207,52;152,85;123,54;184,73;206,90;57,83;184,73;75,45;202,90;214,49;86,26;137,00;207,52;-;152,08;207,60;238,91
22.10.2025 17:00;22.10.2025 17:15;132,71;116,64;81,88;122,92;132,52;50,57;121,85;76,55;132,71;169,79;94,58;154,19;145,50;-;134,27;134,27;144,43
22.10.2025 17:15;22.10.2025 17:30;161,82;132,12;108,87;148,92;161,49;56,12;147,52;77,10;159,99;175,25;96,82;154,19;167,00;-;160,00;160,00;165,01
22.10.2025 17:30;22.10.2025 17:45;220,03;169,62;153,48;203,16;219,42;82,25;201,32;78,55;217,35;231,00;100,42;154,19;224,65;-;180,00;216,99;221,95
22.10.2025 17:45;22.10.2025 18:00;277,65;207,85;209,36;260,76;276,78;112,37;258,92;78,80;270,89;278,28;107,71;154,19;278,24;-;190,00;269,50;273,76
22.10.2025 18:00;22.10.2025 18:15;221,88;167,88;150,00;213,31;221,24;46,75;207,96;79,52;216,65;225,48;97,65;163,42;224,66;-;142,83;206,50;219,56
22.10.2025 18:15;22.10.2025 18:30;270,09;196,28;182,07;259,65;269,20;52,33;253,13;79,54;259,20;271,64;98,80;163,42;270,09;-;146,90;249,56;267,79
22.10.2025 18:30;22.10.2025 18:45;340,70;251,44;292,04;339,07;339,46;129,96;338,04;79,54;313,15;336,10;100,54;163,42;334,57;-;160,43;307,99;324,20
22.10.2025 18:45;22.10.2025 19:00;353,26;260,15;312,29;353,27;351,94;135,00;353,26;79,56;321,04;347,25;99,03;163,42;345,58;-;177,84;316,79;331,05
22.10.2025 19:00;22.10.2025 19:15;330,32;248,39;290,63;330,33;329,11;162,06;330,32;79,53;305,55;325,22;94,48;161,00;324,05;-;162,06;302,46;316,39
22.10.2025 19:15;22.10.2025 19:30;305,02;231,41;268,08;305,03;303,94;148,43;305,02;79,13;281,97;300,27;93,45;161,00;299,18;-;163,43;279,10;292,07
22.10.2025 19:30;22.10.2025 19:45;258,34;203,58;231,80;258,06;257,49;151,34;257,88;78,08;242,86;255,05;91,60;161,00;254,23;-;163,43;241,04;250,18
22.10.2025 19:45;22.10.2025 20:00;225,36;172,57;173,89;221,45;224,67;83,51;219,00;77,07;208,83;220,19;90,07;161,00;218,61;-;152,03;208,83;227,54
22.10.2025 20:00;22.10.2025 20:15;259,20;190,71;188,39;244,87;257,87;87,87;237,02;76,08;252,25;259,81;89,02;145,00;259,64;-;161,55;251,00;256,52
22.10.2025 20:15;22.10.2025 20:30;194,85;150,81;143,43;184,56;194,00;71,43;178,93;75,59;189,70;194,97;86,46;145,00;194,85;-;160,00;189,12;194,44
22.10.2025 20:30;22.10.2025 20:45;150,57;124,08;114,48;143,48;150,06;65,00;139,60;75,00;146,88;150,29;84,93;145,00;150,21;-;145,00;146,88;152,15
22.10.2025 20:45;22.10.2025 21:00;136,62;115,18;104,21;130,22;136,21;59,50;126,72;74,89;133,28;136,49;84,00;145,00;136,41;-;133,28;133,28;137,46
22.10.2025 21:00;22.10.2025 21:15;175,97;140,06;142,71;175,97;175,26;51,93;157,24;74,47;186,96;180,11;84,86;130,47;180,73;-;142,83;188,87;184,78
22.10.2025 21:15;22.10.2025 21:30;139,36;117,07;114,94;139,36;138,92;48,31;125,61;73,96;147,42;142,40;83,49;130,47;142,85;-;135,27;148,83;145,83
22.10.2025 21:30;22.10.2025 21:45;117,86;102,69;97,77;117,86;117,54;42,95;106,55;73,65;124,50;120,37;77,19;130,47;120,74;-;124,50;125,66;123,19
22.10.2025 21:45;22.10.2025 22:00;102,60;91,57;83,02;102,60;102,38;29,57;91,58;73,13;109,07;105,04;75,03;130,47;105,40;-;110,20;110,20;107,79
22.10.2025 22:00;22.10.2025 22:15;141,33;114,56;111,78;141,33;140,81;31,10;124,80;73,17;151,40;145,25;74,69;120,01;145,83;-;133,75;153,12;149,44
22.10.2025 22:15;22.10.2025 22:30;127,01;104,70;99,80;127,01;126,56;25,50;111,79;72,57;136,28;130,63;70,40;120,01;131,16;-;130,00;137,86;134,48
22.10.2025 22:30;22.10.2025 22:45;113,63;96,72;90,93;113,63;113,28;28,94;100,93;71,92;121,37;116,65;69,12;120,01;117,09;-;121,98;122,69;119,87
22.10.2025 22:45;22.10.2025 23:00;106,29;90,39;83,02;106,29;105,93;19,50;93,28;71,64;114,22;109,38;61,21;120,01;109,84;-;115,57;115,57;112,68
22.10.2025 23:00;22.10.2025 23:15;114,50;95,38;92,88;106,83;114,03;34,58;101,98;71,48;121,83;117,39;56,77;113,61;117,79;-;121,83;123,12;120,43
22.10.2025 23:15;22.10.2025 23:30;111,36;91,29;86,64;111,36;110,81;20,00;97,05;71,26;119,74;114,67;43,92;113,61;115,12;-;119,74;121,21;118,14
22.10.2025 23:30;22.10.2025 23:45;107,41;88,12;83,32;105,53;106,85;18,36;93,46;71,03;115,57;110,63;39,92;113,61;111,07;-;115,57;117,01;114,01
22.10.2025 23:45;23.10.2025 00:00;99,10;81,61;74,19;96,29;98,60;7,05;84,68;70,76;107,54;102,42;39,66;113,61;102,88;-;109,02;109,02;105,92
